"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"13339","United Kingdom","860.12","2011-05-23 08:31:00","1","medium value","860.12"
"14577","United Kingdom","859.71","2011-11-27 12:47:00","4","medium value","214.93"
"17064","United Kingdom","859.35","2011-10-12 10:18:00","3","medium value","286.45"
"14553","United Kingdom","859.27","2011-11-20 13:20:00","5","medium value","171.85"
"16163","United Kingdom","856.60","2011-04-21 15:15:00","2","medium value","428.30"
"13991","United Kingdom","855.97","2011-11-27 16:18:00","6","medium value","142.66"
"12693","Germany","855.91","2011-08-04 17:51:00","4","medium value","213.98"
"16037","United Kingdom","855.02","2011-03-15 09:13:00","3","medium value","285.01"
"12878","United Kingdom","854.99","2011-04-17 13:07:00","2","medium value","427.50"
"17560","United Kingdom","854.95","2011-09-06 09:18:00","4","medium value","213.74"
"16877","United Kingdom","853.72","2011-11-27 13:47:00","6","medium value","142.29"
"14193","United Kingdom","853.39","2011-10-03 09:34:00","2","medium value","426.70"
"12379","Belgium","852.24","2011-09-19 10:09:00","2","medium value","426.12"
"16070","United Kingdom","852.15","2011-11-17 15:50:00","2","medium value","426.08"
"16020","United Kingdom","851.01","2011-11-23 11:18:00","3","medium value","283.67"
"12713","Germany","848.55","2011-12-09 12:16:00","1","medium value","848.55"
"14657","United Kingdom","848.22","2011-11-22 12:47:00","4","medium value","212.06"
"13221","United Kingdom","847.41","2011-04-13 16:58:00","2","medium value","423.71"
"16924","United Kingdom","846.75","2011-11-18 12:53:00","3","medium value","282.25"
"16222","United Kingdom","846.72","2011-01-25 13:38:00","1","medium value","846.72"
"15965","United Kingdom","845.64","2011-11-22 16:44:00","4","medium value","211.41"
"14803","United Kingdom","845.55","2011-06-30 13:58:00","3","medium value","281.85"
"17624","United Kingdom","843.48","2011-11-25 10:52:00","2","medium value","421.74"
"15164","United Kingdom","843.05","2011-10-02 12:05:00","3","medium value","281.02"
"17929","United Kingdom","843.00","2011-11-28 16:01:00","4","medium value","210.75"
"13929","United Kingdom","842.65","2011-06-23 15:26:00","2","medium value","421.33"
"16108","United Kingdom","842.50","2011-09-16 11:48:00","1","medium value","842.50"
"16560","United Kingdom","841.41","2011-11-13 10:35:00","2","medium value","420.71"
"14862","United Kingdom","841.20","2011-11-14 10:01:00","2","medium value","420.60"
"17076","United Kingdom","841.08","2011-11-03 17:53:00","3","medium value","280.36"
"13940","United Kingdom","839.14","2011-11-22 15:15:00","4","medium value","209.79"
"17115","United Kingdom","837.50","2011-12-01 14:30:00","3","medium value","279.17"
"16554","United Kingdom","837.10","2011-10-28 14:51:00","3","medium value","279.03"
"15832","United Kingdom","836.79","2011-03-30 15:29:00","1","medium value","836.79"
"12728","France","836.33","2011-09-29 15:31:00","4","medium value","209.08"
"16747","United Kingdom","836.06","2011-11-02 11:37:00","2","medium value","418.03"
"17169","United Kingdom","835.78","2011-10-13 10:25:00","2","medium value","417.89"
"17759","United Kingdom","834.99","2011-11-22 16:02:00","3","medium value","278.33"
"13835","United Kingdom","834.57","2011-11-14 15:37:00","4","medium value","208.64"
"17075","United Kingdom","834.12","2011-11-22 11:58:00","4","medium value","208.53"
"16644","United Kingdom","833.78","2011-06-15 12:39:00","2","medium value","416.89"
"15862","United Kingdom","832.88","2011-12-01 13:28:00","4","medium value","208.22"
"14644","United Kingdom","830.76","2011-10-03 08:30:00","2","medium value","415.38"
"13681","United Kingdom","827.83","2011-11-22 11:13:00","4","medium value","206.96"
"12461","Switzerland","826.88","2011-09-06 16:57:00","2","medium value","413.44"
"12781","Czech Republic","826.74","2011-10-07 10:37:00","2","medium value","413.37"
"16494","United Kingdom","826.53","2011-02-16 12:49:00","1","medium value","826.53"
"17921","United Kingdom","826.52","2011-10-06 18:56:00","4","medium value","206.63"
"15525","United Kingdom","825.92","2011-12-07 14:43:00","3","medium value","275.31"
"12427","Germany","825.80","2011-11-18 08:56:00","3","medium value","275.27"
"16869","United Kingdom","825.42","2011-11-17 12:02:00","4","medium value","206.36"
"16284","United Kingdom","823.97","2011-11-08 16:12:00","2","medium value","411.99"
"16164","United Kingdom","822.48","2011-11-22 15:04:00","3","medium value","274.16"
"12778","Netherlands","822.23","2011-11-20 11:30:00","6","medium value","137.04"
"13893","United Kingdom","821.10","2011-02-15 11:30:00","1","medium value","821.10"
"13220","United Kingdom","819.29","2011-09-22 13:38:00","4","medium value","204.82"
"17764","United Kingdom","818.82","2011-10-20 11:03:00","2","medium value","409.41"
"16092","United Kingdom","817.86","2011-08-17 10:46:00","3","medium value","272.62"
"16943","United Kingdom","816.73","2011-05-12 11:57:00","3","medium value","272.24"
"15649","United Kingdom","816.00","2011-01-07 13:34:00","2","medium value","408.00"
"15399","United Kingdom","815.77","2011-12-08 13:04:00","3","medium value","271.92"
"14499","United Kingdom","815.32","2011-11-13 13:01:00","3","medium value","271.77"
"13280","United Kingdom","814.86","2011-08-09 13:14:00","3","medium value","271.62"
"16460","United Kingdom","814.72","2011-11-11 13:46:00","3","medium value","271.57"
"13811","Germany","814.50","2011-06-09 09:54:00","3","medium value","271.50"
"18064","United Kingdom","814.00","2011-07-29 16:39:00","2","medium value","407.00"
"16600","United Kingdom","813.52","2011-12-05 16:00:00","6","medium value","135.59"
"16621","United Kingdom","813.48","2011-10-19 11:38:00","4","medium value","203.37"
"14421","United Kingdom","813.11","2011-10-13 13:24:00","2","medium value","406.56"
"15644","United Kingdom","813.00","2011-06-26 14:54:00","4","medium value","203.25"
"17980","United Kingdom","811.45","2011-06-27 12:01:00","3","medium value","270.48"
"16276","United Kingdom","810.60","2011-06-16 09:34:00","1","medium value","810.60"
"16624","United Kingdom","810.57","2011-09-20 12:39:00","2","medium value","405.29"
"13637","United Kingdom","810.50","2011-10-18 13:32:00","3","medium value","270.17"
"16891","United Kingdom","809.70","2011-12-08 11:15:00","5","medium value","161.94"
"17114","United Kingdom","808.62","2011-12-04 12:17:00","8","medium value","101.08"
"15533","United Kingdom","807.57","2011-11-20 15:35:00","3","medium value","269.19"
"12421","Spain","807.04","2011-11-24 09:07:00","4","medium value","201.76"
"15952","United Kingdom","806.57","2011-11-06 11:18:00","4","medium value","201.64"
"13707","United Kingdom","806.41","2011-03-17 18:03:00","2","medium value","403.21"
"12434","Australia","806.14","2011-09-16 12:38:00","2","medium value","403.07"
"16367","United Kingdom","804.49","2011-11-02 13:13:00","2","medium value","402.25"
"18248","United Kingdom","804.02","2011-08-09 10:19:00","2","medium value","402.01"
"15831","United Kingdom","801.76","2011-10-12 13:14:00","3","medium value","267.25"
"18265","United Kingdom","801.51","2011-09-28 14:10:00","2","medium value","400.76"
"16806","United Kingdom","801.49","2011-08-28 15:27:00","4","medium value","200.37"
"15561","United Kingdom","800.59","2011-11-28 11:07:00","4","medium value","200.15"
"17905","United Kingdom","800.24","2011-09-29 17:33:00","4","medium value","200.06"
"13720","United Kingdom","799.90","2011-08-15 12:46:00","4","medium value","199.98"
"13030","United Kingdom","799.48","2011-11-28 14:30:00","2","medium value","399.74"
"17703","United Kingdom","798.74","2011-11-04 15:51:00","3","medium value","266.25"
"16438","United Kingdom","798.35","2011-12-04 10:51:00","5","medium value","159.67"
"13389","United Kingdom","797.96","2011-11-28 14:01:00","3","medium value","265.99"
"12701","Germany","797.71","2011-09-21 10:47:00","2","medium value","398.86"
"17180","United Kingdom","796.03","2011-10-14 15:46:00","4","medium value","199.01"
"13336","United Kingdom","795.12","2011-09-23 14:05:00","1","medium value","795.12"
"15990","United Kingdom","792.11","2011-10-26 15:58:00","2","medium value","396.06"
"13167","United Kingdom","791.33","2011-11-21 12:24:00","4","medium value","197.83"
"14976","United Kingdom","790.86","2011-10-13 16:37:00","7","medium value","112.98"
"13016","United Kingdom","789.89","2011-09-27 14:08:00","3","medium value","263.30"
"16759","United Kingdom","789.79","2011-12-02 12:42:00","3","medium value","263.26"
"13329","United Kingdom","789.00","2011-11-08 10:29:00","2","medium value","394.50"
"14557","United Kingdom","788.38","2011-09-15 15:48:00","1","medium value","788.38"
"13212","United Kingdom","788.08","2011-11-20 12:40:00","3","medium value","262.69"
"13323","United Kingdom","787.85","2011-12-06 17:12:00","5","medium value","157.57"
"13884","United Kingdom","787.60","2011-12-02 16:30:00","5","medium value","157.52"
"16546","United Kingdom","787.15","2011-02-22 11:20:00","2","medium value","393.58"
"13109","United Kingdom","786.54","2011-10-11 10:16:00","2","medium value","393.27"
"12628","Germany","786.46","2011-12-05 13:15:00","3","medium value","262.15"
"15806","United Kingdom","784.58","2011-10-24 14:35:00","3","medium value","261.53"
"15743","United Kingdom","784.46","2011-11-23 17:19:00","4","medium value","196.12"
"18136","United Kingdom","784.33","2011-10-07 15:40:00","3","medium value","261.44"
"17387","United Kingdom","784.11","2011-11-20 11:00:00","2","medium value","392.06"
"16054","United Kingdom","783.90","2011-07-17 13:08:00","1","medium value","783.90"
"17006","United Kingdom","781.78","2011-12-05 12:09:00","4","medium value","195.45"
"17341","United Kingdom","781.36","2011-07-06 12:33:00","3","medium value","260.45"
"15679","United Kingdom","781.28","2011-11-15 16:19:00","4","medium value","195.32"
"13583","United Kingdom","781.03","2011-07-07 10:40:00","1","medium value","781.03"
"16725","United Kingdom","781.02","2011-02-10 16:52:00","7","medium value","111.57"
"15239","United Kingdom","780.59","2011-11-29 14:14:00","2","medium value","390.30"
"17797","United Kingdom","780.43","2011-11-17 13:21:00","3","medium value","260.14"
"18228","United Kingdom","779.90","2011-10-14 09:21:00","2","medium value","389.95"
"12735","France","779.57","2011-01-28 13:37:00","2","medium value","389.79"
"17411","United Kingdom","778.94","2011-11-27 14:25:00","3","medium value","259.65"
"13375","United Kingdom","778.65","2011-09-12 10:19:00","1","medium value","778.65"
"14815","United Kingdom","778.50","2011-11-03 11:36:00","2","medium value","389.25"
"17414","United Kingdom","778.00","2011-10-27 12:13:00","2","medium value","389.00"
"16505","United Kingdom","777.60","2011-11-08 12:14:00","1","medium value","777.60"
"13563","United Kingdom","777.53","2011-09-16 14:45:00","2","medium value","388.77"
"12425","Portugal","777.20","2011-09-22 17:31:00","1","medium value","777.20"
"15353","United Kingdom","777.02","2011-03-30 12:15:00","2","medium value","388.51"
"15618","United Kingdom","776.85","2011-11-07 08:34:00","4","medium value","194.21"
"13314","United Kingdom","775.94","2011-12-08 12:29:00","3","medium value","258.65"
"13341","United Kingdom","775.85","2011-03-24 09:50:00","1","medium value","775.85"
"14234","United Kingdom","775.46","2011-11-17 17:53:00","4","medium value","193.87"
"16825","United Kingdom","775.18","2011-11-01 11:51:00","2","medium value","387.59"
"15414","United Kingdom","774.90","2011-11-30 09:50:00","3","medium value","258.30"
"16043","United Kingdom","773.99","2011-11-02 12:50:00","4","medium value","193.50"
"15075","United Kingdom","773.03","2011-09-23 12:27:00","1","medium value","773.03"
"12965","United Kingdom","771.91","2011-09-11 15:31:00","1","medium value","771.91"
"17409","United Kingdom","771.85","2011-06-08 10:36:00","2","medium value","385.93"
"14662","United Kingdom","771.17","2011-11-11 12:13:00","4","medium value","192.79"
"16770","United Kingdom","770.10","2011-10-13 12:21:00","5","medium value","154.02"
"14412","United Kingdom","770.03","2011-10-28 10:45:00","2","medium value","385.02"
"16480","United Kingdom","769.29","2011-09-25 11:40:00","1","medium value","769.29"
"13356","United Kingdom","768.24","2011-09-20 14:33:00","1","medium value","768.24"
"17516","United Kingdom","768.08","2011-11-24 16:51:00","5","medium value","153.62"
"12455","Spain","767.96","2011-09-27 15:31:00","4","medium value","191.99"
"14550","United Kingdom","765.62","2011-11-29 12:12:00","2","medium value","382.81"
"14672","United Kingdom","765.55","2011-04-19 10:19:00","2","medium value","382.78"
"17695","United Kingdom","765.34","2011-07-31 10:40:00","2","medium value","382.67"
"14885","United Kingdom","765.32","2011-07-31 12:05:00","1","medium value","765.32"
"17268","United Kingdom","763.64","2011-08-24 10:06:00","4","medium value","190.91"
"17466","United Kingdom","763.28","2011-11-29 13:15:00","2","medium value","381.64"
"16470","United Kingdom","762.39","2011-10-19 12:11:00","4","medium value","190.60"
"15599","United Kingdom","761.74","2011-11-13 11:44:00","2","medium value","380.87"
"14883","United Kingdom","761.59","2011-11-21 10:23:00","6","medium value","126.93"
"16205","United Kingdom","761.38","2011-11-09 09:32:00","4","medium value","190.35"
"17425","United Kingdom","759.17","2011-11-20 15:30:00","2","medium value","379.59"
"16036","United Kingdom","758.92","2011-09-13 14:53:00","2","medium value","379.46"
"15568","United Kingdom","758.29","2011-12-07 11:27:00","3","medium value","252.76"
"12413","France","758.10","2011-10-04 09:00:00","3","medium value","252.70"
"17979","United Kingdom","757.71","2011-11-04 12:05:00","4","medium value","189.43"
"17461","United Kingdom","757.46","2011-11-17 10:21:00","3","medium value","252.49"
"15223","United Kingdom","755.75","2011-04-28 11:31:00","2","medium value","377.88"
"13370","United Kingdom","754.87","2010-12-03 10:26:00","1","medium value","754.87"
"18104","United Kingdom","754.64","2011-11-02 14:07:00","1","medium value","754.64"
"13730","United Kingdom","752.60","2011-07-27 08:35:00","2","medium value","376.30"
"16256","United Kingdom","752.43","2011-03-18 12:18:00","1","medium value","752.43"
"12908","United Kingdom","750.00","2011-06-16 15:39:00","2","medium value","375.00"
"17146","United Kingdom","749.78","2011-08-26 12:44:00","3","medium value","249.93"
"14923","United Kingdom","749.10","2011-10-20 11:51:00","1","medium value","749.10"
"15074","United Kingdom","748.87","2011-08-26 14:45:00","1","medium value","748.87"
"15656","United Kingdom","748.50","2011-10-25 14:56:00","4","medium value","187.13"
"16859","United Kingdom","747.81","2011-07-18 12:19:00","2","medium value","373.91"
"13623","United Kingdom","747.78","2011-11-09 12:00:00","5","medium value","149.56"
"14201","United Kingdom","747.44","2011-10-10 13:27:00","7","medium value","106.78"
"16261","United Kingdom","746.83","2011-11-22 17:23:00","4","medium value","186.71"
"14050","United Kingdom","746.36","2011-11-08 10:00:00","2","medium value","373.18"
"17034","United Kingdom","745.52","2011-11-23 15:14:00","3","medium value","248.51"
"13950","United Kingdom","745.06","2011-11-28 14:44:00","4","medium value","186.27"
"14790","United Kingdom","745.06","2011-11-23 09:28:00","4","medium value","186.27"
"13236","United Kingdom","744.85","2011-11-15 12:50:00","2","medium value","372.43"
"13354","United Kingdom","743.53","2011-09-29 13:17:00","1","medium value","743.53"
"16730","United Kingdom","743.11","2011-10-18 14:11:00","3","medium value","247.70"
"12374","Austria","742.93","2011-11-14 15:37:00","1","medium value","742.93"
"12465","Belgium","742.19","2011-11-22 16:34:00","2","medium value","371.10"
"13753","United Kingdom","741.26","2011-02-25 12:48:00","1","medium value","741.26"
"13900","United Kingdom","740.95","2011-06-09 19:26:00","3","medium value","246.98"
"17692","United Kingdom","740.94","2011-08-04 14:01:00","4","medium value","185.24"
"17974","United Kingdom","740.79","2011-11-15 11:37:00","3","medium value","246.93"
"15252","United Kingdom","740.78","2011-11-03 13:30:00","2","medium value","370.39"
"12603","Germany","739.20","2011-11-18 10:42:00","1","medium value","739.20"
"14756","United Kingdom","738.96","2011-11-24 18:13:00","1","medium value","738.96"
"12976","United Kingdom","738.60","2011-05-12 09:55:00","1","medium value","738.60"
"15045","United Kingdom","735.66","2011-07-11 11:33:00","2","medium value","367.83"
"15215","United Kingdom","734.94","2011-10-24 11:41:00","3","medium value","244.98"
"18156","United Kingdom","734.94","2011-11-27 12:24:00","2","medium value","367.47"
"16362","United Kingdom","734.77","2011-11-07 13:01:00","5","medium value","146.95"
"16146","United Kingdom","734.13","2011-07-05 14:20:00","3","medium value","244.71"
"17812","United Kingdom","732.16","2011-11-27 11:47:00","4","medium value","183.04"
"13575","United Kingdom","732.07","2011-11-16 13:14:00","5","medium value","146.41"
"16099","United Kingdom","731.90","2011-10-20 13:13:00","3","medium value","243.97"
"13736","United Kingdom","731.90","2011-12-04 15:19:00","2","medium value","365.95"
"16491","United Kingdom","731.50","2011-10-24 10:18:00","1","medium value","731.50"
"14778","United Kingdom","730.86","2011-08-04 15:23:00","2","medium value","365.43"
"18035","United Kingdom","730.40","2011-11-04 12:39:00","3","medium value","243.47"
"12468","Germany","729.54","2011-06-05 11:36:00","2","medium value","364.77"
"13077","United Kingdom","729.27","2011-12-08 19:24:00","4","medium value","182.32"
"17666","United Kingdom","728.16","2011-12-06 09:06:00","2","medium value","364.08"
"17888","United Kingdom","726.05","2011-11-18 13:45:00","8","medium value","90.76"
"14869","United Kingdom","725.70","2011-12-01 12:36:00","2","medium value","362.85"
"14055","United Kingdom","725.64","2011-08-25 15:04:00","1","medium value","725.64"
"16140","United Kingdom","725.18","2011-10-05 12:15:00","2","medium value","362.59"
"15584","United Kingdom","725.11","2011-11-16 10:55:00","4","medium value","181.28"
"12723","France","725.07","2011-12-06 10:19:00","5","medium value","145.01"
"15636","United Kingdom","724.76","2011-09-11 11:17:00","2","medium value","362.38"
"12475","Germany","723.38","2011-10-17 10:10:00","1","medium value","723.38"
"17521","United Kingdom","723.21","2011-11-10 11:22:00","3","medium value","241.07"
"15272","United Kingdom","721.94","2011-10-13 12:59:00","2","medium value","360.97"
"18062","United Kingdom","720.52","2011-06-19 14:47:00","3","medium value","240.17"
"16023","United Kingdom","719.81","2011-10-24 16:34:00","3","medium value","239.94"
"14179","United Kingdom","719.78","2011-10-30 12:07:00","2","medium value","359.89"
"14725","United Kingdom","718.08","2011-11-15 12:42:00","1","medium value","718.08"
"17884","United Kingdom","717.45","2011-12-06 11:33:00","4","medium value","179.36"
"15274","United Kingdom","716.57","2011-12-05 16:57:00","2","medium value","358.29"
"12535","France","716.35","2011-09-09 08:48:00","2","medium value","358.18"
"15400","United Kingdom","716.20","2011-09-08 13:57:00","5","medium value","143.24"
"17029","United Kingdom","716.00","2011-08-21 11:06:00","2","medium value","358.00"
"15330","United Kingdom","714.96","2011-11-07 17:50:00","2","medium value","357.48"
"15757","United Kingdom","714.42","2011-10-05 12:14:00","2","medium value","357.21"
"12616","France","713.30","2011-09-05 15:17:00","2","medium value","356.65"
"13169","United Kingdom","712.88","2011-10-07 12:11:00","2","medium value","356.44"
"13147","United Kingdom","712.80","2011-11-29 13:59:00","4","medium value","178.20"
"17761","United Kingdom","712.78","2011-11-07 10:23:00","1","medium value","712.78"
"13416","United Kingdom","712.50","2011-10-27 08:56:00","2","medium value","356.25"
"13587","United Kingdom","712.40","2011-10-07 12:31:00","1","medium value","712.40"
"17642","United Kingdom","712.29","2011-08-12 09:11:00","2","medium value","356.15"
"15855","United Kingdom","712.24","2011-07-26 10:20:00","5","medium value","142.45"
"13705","United Kingdom","711.86","2011-12-02 12:32:00","3","medium value","237.29"
"17179","United Kingdom","711.79","2011-06-14 16:48:00","3","medium value","237.26"
"13249","United Kingdom","711.41","2011-09-08 13:26:00","3","medium value","237.14"
"17472","United Kingdom","710.29","2011-06-01 14:57:00","3","medium value","236.76"
"14867","United Kingdom","710.28","2011-06-07 11:39:00","3","medium value","236.76"
"14127","United Kingdom","709.71","2011-08-09 10:49:00","3","medium value","236.57"
"16136","United Kingdom","709.38","2011-10-11 09:10:00","3","medium value","236.46"
"15951","United Kingdom","708.22","2011-12-01 08:34:00","2","medium value","354.11"
"16449","United Kingdom","707.69","2011-05-26 10:25:00","2","medium value","353.85"
"12453","Austria","707.09","2011-07-28 14:08:00","1","medium value","707.09"
"16364","United Kingdom","707.04","2011-11-28 11:27:00","2","medium value","353.52"
"16309","United Kingdom","706.57","2011-08-25 15:35:00","2","medium value","353.29"
"14880","United Kingdom","706.19","2011-09-23 13:42:00","3","medium value","235.40"
"14126","United Kingdom","706.13","2011-12-02 11:45:00","3","medium value","235.38"
"15038","United Kingdom","705.49","2011-10-12 11:33:00","6","medium value","117.58"
"16015","United Kingdom","705.39","2011-12-06 10:58:00","3","medium value","235.13"
"16882","United Kingdom","705.12","2011-10-04 10:42:00","3","medium value","235.04"
"17934","United Kingdom","704.25","2011-10-19 11:16:00","2","medium value","352.13"
"12612","Germany","704.04","2011-09-26 15:35:00","1","medium value","704.04"
"12883","United Kingdom","703.47","2011-11-15 09:32:00","4","medium value","175.87"
"18082","United Kingdom","703.37","2011-11-14 12:45:00","1","medium value","703.37"
"15103","United Kingdom","703.36","2011-11-08 14:53:00","2","medium value","351.68"
"15574","United Kingdom","702.25","2011-06-15 12:01:00","4","medium value","175.56"
"16997","United Kingdom","702.00","2011-02-24 17:28:00","3","medium value","234.00"
"14198","United Kingdom","701.40","2011-11-21 16:35:00","4","medium value","175.35"
"14356","United Kingdom","701.23","2011-09-21 09:18:00","2","medium value","350.62"
"17321","United Kingdom","700.86","2011-12-01 13:41:00","2","medium value","350.43"
"13238","United Kingdom","700.73","2011-11-22 15:37:00","4","medium value","175.18"
"17734","United Kingdom","700.63","2011-10-17 12:33:00","3","medium value","233.54"
"15800","United Kingdom","699.08","2011-08-24 14:23:00","2","medium value","349.54"
"13258","United Kingdom","698.58","2011-11-28 09:31:00","3","medium value","232.86"
"17423","United Kingdom","698.41","2011-10-24 13:36:00","2","medium value","349.21"
"17796","United Kingdom","697.90","2011-10-30 15:38:00","4","medium value","174.48"
"15053","United Kingdom","697.79","2011-12-05 12:08:00","3","medium value","232.60"
"14829","United Kingdom","697.55","2011-11-10 16:16:00","4","medium value","174.39"
"13596","United Kingdom","697.04","2011-12-04 12:01:00","2","medium value","348.52"
"15700","United Kingdom","696.68","2011-06-20 16:53:00","2","medium value","348.34"
"17397","United Kingdom","696.41","2011-11-17 14:08:00","2","medium value","348.21"
"14009","United Kingdom","695.61","2011-05-25 15:47:00","2","medium value","347.81"
"14959","United Kingdom","695.42","2011-10-06 18:23:00","4","medium value","173.86"
"15304","United Kingdom","694.40","2011-10-10 10:23:00","8","medium value","86.80"
"12925","United Kingdom","694.05","2011-12-05 11:11:00","2","medium value","347.03"
"14643","United Kingdom","693.81","2011-06-22 14:41:00","2","medium value","346.91"
"12410","Switzerland","693.33","2011-02-04 10:39:00","2","medium value","346.67"
"13601","United Kingdom","693.32","2011-10-25 17:31:00","2","medium value","346.66"
"14111","United Kingdom","692.85","2011-11-25 13:44:00","4","medium value","173.21"
"17198","United Kingdom","692.22","2011-11-16 10:39:00","3","medium value","230.74"
"17733","United Kingdom","692.19","2011-11-01 08:16:00","2","medium value","346.10"
"13838","United Kingdom","691.73","2011-12-04 11:00:00","4","medium value","172.93"
"16212","United Kingdom","690.34","2011-11-20 13:00:00","2","medium value","345.17"
"18085","United Kingdom","689.95","2011-01-13 15:17:00","2","medium value","344.98"
"13023","United Kingdom","689.90","2011-10-06 16:27:00","2","medium value","344.95"
"15181","United Kingdom","689.48","2011-10-04 13:58:00","3","medium value","229.83"
"18196","United Kingdom","689.13","2011-09-05 16:22:00","2","medium value","344.57"
"17502","United Kingdom","689.10","2011-11-30 13:13:00","4","medium value","172.28"
"13799","United Kingdom","688.86","2011-08-15 12:07:00","2","medium value","344.43"
"16642","United Kingdom","688.33","2011-12-05 11:31:00","2","medium value","344.17"
"12658","Germany","686.05","2011-11-21 10:22:00","1","medium value","686.05"
"16122","United Kingdom","684.42","2011-09-27 15:34:00","4","medium value","171.11"
"16495","United Kingdom","684.41","2011-12-06 13:20:00","3","medium value","228.14"
"15669","United Kingdom","684.34","2011-10-30 16:03:00","4","medium value","171.09"
"12942","United Kingdom","683.90","2011-07-31 14:39:00","3","medium value","227.97"
"17874","United Kingdom","683.46","2011-06-07 12:54:00","6","medium value","113.91"
"14222","United Kingdom","683.17","2011-06-15 16:42:00","1","medium value","683.17"
"12838","United Kingdom","683.13","2011-11-06 12:20:00","2","medium value","341.57"
"15582","United Kingdom","682.91","2011-11-15 09:55:00","3","medium value","227.64"
"13548","United Kingdom","682.41","2011-09-04 14:50:00","2","medium value","341.21"
"18135","United Kingdom","681.91","2011-11-10 19:32:00","5","medium value","136.38"
"12478","Greece","680.99","2011-12-06 09:56:00","1","medium value","680.99"
"13524","United Kingdom","680.18","2011-10-30 12:34:00","5","medium value","136.04"
"16872","United Kingdom","680.02","2011-09-23 16:05:00","3","medium value","226.67"
"15322","United Kingdom","679.68","2011-09-15 09:34:00","1","medium value","679.68"
"13430","United Kingdom","679.45","2011-11-21 08:19:00","2","medium value","339.73"
"14788","United Kingdom","679.44","2011-12-02 17:06:00","2","medium value","339.72"
"17994","United Kingdom","678.49","2011-08-10 11:41:00","4","medium value","169.62"
"13925","United Kingdom","678.25","2011-09-08 12:47:00","4","medium value","169.56"
"13607","United Kingdom","678.01","2011-10-30 16:17:00","1","medium value","678.01"
"13388","United Kingdom","677.10","2011-07-31 12:52:00","2","medium value","338.55"
"13040","United Kingdom","676.99","2011-12-01 10:38:00","2","medium value","338.50"
"16377","United Kingdom","676.20","2011-03-17 15:41:00","1","medium value","676.20"
"15626","United Kingdom","675.80","2011-09-26 10:03:00","2","medium value","337.90"
"17462","United Kingdom","675.69","2011-10-10 13:56:00","2","medium value","337.85"
"13325","United Kingdom","675.30","2011-09-19 10:36:00","1","medium value","675.30"
"16418","United Kingdom","675.27","2011-10-26 12:39:00","3","medium value","225.09"
"13355","United Kingdom","674.70","2011-08-09 14:48:00","1","medium value","674.70"
"13464","United Kingdom","674.68","2011-10-12 15:01:00","1","medium value","674.68"
"17749","United Kingdom","674.52","2011-06-14 15:45:00","2","medium value","337.26"
"13951","United Kingdom","674.45","2011-06-16 16:43:00","3","medium value","224.82"
"14504","United Kingdom","673.26","2011-10-23 16:00:00","4","medium value","168.32"
"18121","United Kingdom","673.10","2011-07-13 12:53:00","2","medium value","336.55"
"14628","United Kingdom","671.96","2011-09-09 14:58:00","2","medium value","335.98"
"17883","United Kingdom","671.77","2011-12-06 17:49:00","4","medium value","167.94"
"12638","Sweden","671.69","2011-11-06 13:11:00","1","medium value","671.69"
"17299","United Kingdom","669.11","2011-11-28 12:01:00","4","medium value","167.28"
"12418","Switzerland","668.58","2011-08-19 11:08:00","1","medium value","668.58"
"14342","United Kingdom","668.56","2011-11-18 13:21:00","4","medium value","167.14"
"13741","United Kingdom","668.43","2011-09-29 09:19:00","3","medium value","222.81"
"16383","United Kingdom","668.36","2011-09-26 12:45:00","2","medium value","334.18"
"15031","United Kingdom","668.14","2011-12-05 14:19:00","4","medium value","167.04"
"18022","United Kingdom","668.11","2011-11-04 12:45:00","1","medium value","668.11"
"16268","United Kingdom","667.65","2011-09-29 18:30:00","2","medium value","333.83"
"15969","United Kingdom","666.10","2011-12-07 11:06:00","3","medium value","222.03"
"17777","United Kingdom","665.86","2011-11-15 12:02:00","3","medium value","221.95"
"17105","United Kingdom","665.78","2011-07-03 15:53:00","2","medium value","332.89"
"16056","United Kingdom","664.85","2011-10-25 15:19:00","1","medium value","664.85"
"13963","United Kingdom","664.54","2011-02-04 14:43:00","4","medium value","166.14"
"16208","United Kingdom","664.26","2011-10-26 11:36:00","2","medium value","332.13"
"15643","United Kingdom","664.00","2011-06-01 07:38:00","3","medium value","221.33"
"14720","United Kingdom","663.81","2011-12-04 12:02:00","3","medium value","221.27"
"13240","United Kingdom","663.65","2011-09-04 14:08:00","4","medium value","165.91"
"16573","United Kingdom","663.61","2011-09-16 09:13:00","2","medium value","331.81"
"14451","United Kingdom","662.59","2011-10-10 13:38:00","2","medium value","331.30"
"16014","United Kingdom","662.38","2011-11-02 12:04:00","3","medium value","220.79"
"18218","United Kingdom","662.08","2011-05-12 12:53:00","2","medium value","331.04"
"16774","United Kingdom","661.52","2011-10-03 12:41:00","4","medium value","165.38"
"13028","United Kingdom","661.32","2011-11-17 11:10:00","2","medium value","330.66"
"14603","United Kingdom","660.00","2011-03-10 10:27:00","1","medium value","660.00"
"15492","United Kingdom","659.46","2011-11-11 14:53:00","2","medium value","329.73"
"13518","United Kingdom","659.44","2011-09-15 10:29:00","1","medium value","659.44"
"13759","United Kingdom","659.41","2011-11-06 14:47:00","2","medium value","329.71"
"16357","United Kingdom","658.88","2011-11-06 16:04:00","3","medium value","219.63"
